K,eps,alpha,beta,gamma,theta,b,a_H_dim,tau_mode_H,tau_mean_H,omega_0_dim,T_0,P_star,G_4,ell_1,applied_a_below_threshold,supercritical
98.81443705309438,0.15349344319725416,0.11531580730327906,0.001084062532707337,0.016045598769420057,2.0,0.14978943849040957,0.6922277794442977,1.444611195469176,2.889222390938352,0.048704934617759765,129.00510711061474,1.3012052152461024,-2.0325156016154287,-3.2027331572510835,True,True
86.26941914006855,0.14815590557496836,0.08512304831260756,0.0009217034641878915,0.01657805730987184,2.0,0.2084901505641851,0.35204366233787715,2.8405567461692884,5.681113492338577,0.04718531248592591,133.1597689228759,1.66483515700874,-1.9974491045904903,-3.135868613975829,True,True
85.19060087882772,0.15409538546857213,0.08809819834103622,0.001180058647693131,0.017727975642544518,2.0,0.1763452934235464,0.5428045316236454,1.8422838088856488,3.6845676177712976,0.050777557623258175,123.73941562525317,1.6947381670456951,-2.0313533426124604,-3.0822886232062756,True,True
79.9381804615009,0.12810003936127692,0.09326412345612244,0.0008135305463733315,0.0226355694285117,2.0,0.34806736148549283,0.13492943062503837,7.411281551902092,14.822563103804184,0.04333613383069321,144.98721394314745,1.2071158946338774,-1.536995620113153,-2.271651645296939,False,True
98.42429845356128,0.16349807420593174,0.11519646788106007,0.0008911393148392824,0.01842608392926518,2.0,0.21008019555350116,0.3847837340790944,2.598862455538322,5.197724911076644,0.05220539404746717,120.35509781741462,1.356658793388591,-1.9960798937840862,-3.1256848506702584,True,True
94.78437375626052,0.1608216013424706,0.09109542500810469,0.0010106838523087185,0.022457730655180787,2.0,0.23443032886343768,0.36871483692602297,2.7121230280207977,5.4242460560415955,0.05641408158688104,111.3761871227684,1.668395920581363,-1.9936149922371253,-2.841634096428241,True,True
91.24818851813991,0.14036408994842445,0.08498032504365195,0.0011702311762990384,0.016202192818539646,2.0,0.15173224401381596,0.6810994213914723,1.4682144318329038,2.9364288636658076,0.046804035414531785,134.24452083097034,1.6136974436324485,-2.036502512835244,-3.0537091445222577,True,True
91.14992323979577,0.13548528713889343,0.09366777409179929,0.0009864405378995635,0.0191959767838864,2.0,0.21349268413166086,0.3897084426894088,2.566020877297194,5.132041754594388,0.04867265599426078,129.09066042996432,1.3805173379526647,-2.0264951034380254,-2.820477590202157,True,True
105.7378691059145,0.18203393903491374,0.08288211335352509,0.0009130212765674495,0.01608259025409042,2.0,0.16658831870452495,0.553378001820854,1.807083036748056,3.614166073496112,0.05263302691757627,119.37723659745245,2.135348465985008,-2.0166996955176013,-3.487428055396413,True,True
85.94831467890765,0.15552142430261107,0.08590490258257204,0.0009556879683131974,0.01880310740651662,2.0,0.22891599711836597,0.3239229552313012,3.087153855107112,6.174307710214224,0.05074536881313973,123.81790603032631,1.715521503294418,-1.973447277730138,-3.0240526238842813,True,True
